Name,Age,Gender,From,Real Time Position,Industry,Company
Richard White,63,Male,Taiwan,1305.0,Technology ,Software
Allan Wong,68,Male,Taiwan,1644.0,Manufacturing ,Electronics
Wong Wong,49,Male,Taiwan,1646.0,Fashion & Retail ,Retail
Wu Wu,54,Male,Taiwan,1591.0,Automotive ,Auto parts
Wu Wu,54,Male,Taiwan,1565.0,Real Estate ,Real estate
Wu Wu,70,Male,China,1565.0,Diversified ,"Internet, auto parts"
Luis Yarur rey,67,Male,Chile,1622.0,Finance and Investments ,Banking
Albert Yeung,75,Male,Chile,1490.0,Diversified ,"Real estate, retail"
Yu Yu,46,Male,Chile,1186.0,Healthcare ,Health clinics
Kostyantin Zhevago,44,Male,Chile,1794.0,Metals & Mining ,Mining
Zhou Zhou,53,Male,China,1548.0,Fashion & Retail ,Fashion retail
Zhou Zhou,75,Male,China,1467.0,Diversified ,"Apparel, real estate"
Zhuang Zhuang,56,Male,China,2018.0,Manufacturing ,Polyester
Jose Abdalla filho,-9999,Male,China,1853.0,Finance and Investments ,Investments
Khalifa Al muhairi,39,Male,United Arab Emirates,1484.0,Diversified ,"Hospitals, investments"
Folorunsho Alakija,67,Female,United Arab Emirates,1496.0,Energy ,Oil
Bill Alfond,70,Male,United States,1512.0,Fashion & Retail ,Shoes
Susan Alfond,72,Female,United States,1519.0,Fashion & Retail ,Shoes
Ted Alfond,73,Male,United States,1513.0,Fashion & Retail ,Shoes
Joy Alukkas,61,Male,United States,1653.0,Fashion & Retail ,Jewelry
Andrey Andreev,44,Male,United Kingdom,1537.0,Technology ,Online dating
Carol Barnett,61,Female,United Kingdom,1542.0,Food and Beverage ,Publix supermarkets
Oleg Boyko,53,Male,Russia,1606.0,Diversified ,Diversified
Ana Brescia cafferata,94,Female,Russia,1539.0,Diversified ,"Mining, banking"
Binod Chaudhary,63,Female,Nepal,1543.0,Diversified ,Diversified
Che Che,55,Female,Nepal,2006.0,Healthcare ,Pharmaceuticals
Chen Chen,52,Male,Nepal,2101.0,Telecom ,Communications equipment
Richard Desmond,66,Male,Nepal,1637.0,Media & Entertainment ,Publishing
Mohammed Dewji,43,Male,Nepal,1555.0,Diversified ,Diversified
Carl Douglas,57,Male,Nepal,1718.0,Diversified ,Investments
Eric Douglas,50,Male,Nepal,1719.0,Diversified ,Investments
Bulent Eczacibasi,68,Male,Nepal,2094.0,Diversified ,"Pharmaceuticals, diversified"
Faruk Eczacibasi,64,Male,Nepal,2094.0,Diversified ,"Pharmaceuticals, diversified"
Martha Ford,92,Female,United States,1596.0,Automotive ,Ford motor
Yasuhiro Fukushima,70,Female,United States,1322.0,Media & Entertainment ,Video games
Reinold Geiger,70,Male,Austria,1619.0,Fashion & Retail ,Beauty products
Saad Hariri,48,Male,Austria,1921.0,Construction & Engineering ,"Construction, investments"
Richard Hayne,70,Male,Austria,1354.0,Fashion & Retail ,Urban outfitters
Ilona Herlin,53,Female,Austria,1633.0,Manufacturing ,"Elevators, escalators"
Asok Hiranandani,63,Female,Austria,1675.0,Real Estate ,Real estate
Niranjan Hiranandani,68,Male,Austria,1638.0,Real Estate ,Real estate
Huang Huang,59,Male,Austria,1383.0,Media & Entertainment ,Amusement parks
Huang Huang,48,Male,China,1742.0,Logistics ,Logistics
Hal Jackman,86,Male,China,1588.0,Finance and Investments ,"Insurance, investments"
Anurang Jain,56,Male,China,1465.0,Manufacturing ,Auto parts
Keeree Kanjanapas,67,Male,China,1455.0,Real Estate ,Transportation
Kim Kim,45,Male,China,1735.0,Food and Beverage ,Food
Seth Klarman,61,Male,China,1582.0,Finance and Investments ,Investments
Alexander Klyachin,51,Male,Russia,1564.0,Real Estate ,Real estate
Yuriy Kosiuk,50,Male,Russia,1559.0,Food and Beverage ,Agriculture
Miguel Krigsner,68,Male,Brazil,1813.0,Fashion & Retail ,Cosmetics
Lee Lee,66,Male,Brazil,1707.0,Manufacturing ,Glass
Nicola Leibinger-kammueller,58,Male,Brazil,1692.0,Manufacturing ,Manufacturing
Li Li,41,Male,Brazil,1692.0,Technology ,Online games
William Li,43,Male,China,1627.0,Automotive ,Automobiles
Li Li,55,Male,China,1554.0,Healthcare ,Pharmaceuticals
Li Li,41,Male,China,1927.0,Manufacturing ,Chemicals
Lin Lin,68,Male,China,1608.0,Fashion & Retail ,Supermarkets
Lou Lou,64,Male,China,1626.0,Real Estate ,Real estate
Low Low tuck,70,Male,China,1439.0,Energy ,Coal
P.n.c. Menon,69,Male,China,1607.0,Real Estate ,Real estate
Thomas Meyer,58,Male,China,1762.0,Fashion & Retail ,Apparel retailer
Ezra Nahmad,72,Male,China,1581.0,Finance and Investments ,Art
Judith Neilson,72,Male,Australia,1807.0,Finance and Investments ,Investments
Madeleine Olsson ericksson,73,Female,Sweden,1730.0,Diversified ,Diversified
Ou Ou,48,Male,Sweden,1630.0,Real Estate ,Real estate
Eren Ozmen,59,Female,Sweden,1796.0,Manufacturing ,Aerospace
Fatih Ozmen,60,Male,United States,1614.0,Manufacturing ,Aerospace
Jose Peres,77,Male,United States,2039.0,Real Estate ,Shopping malls
Mark Pincus,52,Male,United States,1473.0,Technology ,Online games
Kevin Plank,45,Male,United States,1195.0,Fashion & Retail ,Under armour
Nicholas Pritzker,74,Male,United States,1570.0,Service ,"Hotels, investments"
Que Que,54,Male,United States,1660.0,Healthcare ,Pharmaceuticals
Jorge Rodriguez rodriguez,72,Male,United States,1809.0,Diversified ,Processed milk
Nobutada Saji,72,Male,United States,1546.0,Food and Beverage ,Beverages
Thomas Sandell,57,Male,United States,1621.0,Finance and Investments ,Hedge funds
Eddy Sariaatmadja,64,Male,United States,1763.0,Media & Entertainment ,"Media, tech"
Fayez Sarofim,89,Male,United States,1569.0,Finance and Investments ,Money management
Monika Schoeller,79,Male,United States,1441.0,Media & Entertainment ,Publishing
Antonio Seabra,75,Male,United States,1922.0,Fashion & Retail ,Cosmetics
Yuri Shefler,50,Male,United States,1549.0,Food and Beverage ,Alcohol
Rajju Shroff,84,Male,United States,1800.0,Manufacturing ,Agrochemicals
Frank Stronach,85,Male,United States,1571.0,Automotive ,Auto parts
Kevin Systrom,33,Male,United States,1446.0,Technology ,Instagram
Tang Tang,95,Male,Hong Kong,1446.0,Manufacturing ,"Textiles, electronics"
Tang Tang,-9999,Female,Hong Kong,1969.0,Food and Beverage ,Packaged foods
Ning Tang,44,Female,China,1969.0,Finance and Investments ,Online lending
Jim Thompson,78,Female,China,1634.0,Logistics ,Logistics
Jonathan Tisch,64,Male,China,1535.0,Diversified ,"Insurance, nfl team"
Kenneth Tuchman,58,Male,China,1508.0,Service ,Outsourcing
Wim Van der leegte,70,Male,China,1743.0,Manufacturing ,Manufacturing
Shamsheer Vayalil,41,Male,India,1592.0,Healthcare ,Healthcare
Thongma Vijitpongpun,60,Male,India,1738.0,Real Estate ,Real estate
Arkady Volozh,54,Male,India,1620.0,Media & Entertainment ,Search engine
Stefan Von holtzbrinck,55,Male,India,1442.0,Media & Entertainment ,Publishing
Wang Wang,54,Male,India,1958.0,Real Estate ,Real estate
Wong Wong,56,Male,People'S Republic Of China,1780.0,Real Estate ,Real estate
Ian Wood,75,Male,United Kingdom,1611.0,Energy ,Energy services
Xiao Xiao,50,Male,United Kingdom,1616.0,Real Estate ,Real estate
Jacky Xu,46,Male,United Kingdom,1686.0,Fashion & Retail ,Apparel
Zhang Zhang,63,Male,People'S Republic Of China,1036.0,Diversified ,"Oil, banking"
Zhang Zhang,45,Male,People'S Republic Of China,1583.0,Fashion & Retail ,E-commerce
Anu Aga,75,Female,People'S Republic Of China,1916.0,Construction & Engineering ,Engineering
Farkhad Akhmedov,62,Female,People'S Republic Of China,1724.0,Energy ,Investments
Alberto Alcocer,75,Male,People'S Republic Of China,1599.0,Finance and Investments ,Investments
Bassam Alghanim,66,Male,People'S Republic Of China,1706.0,Diversified ,Diversified
Kutayba Alghanim,72,Male,Kuwait,1677.0,Diversified ,Diversified
Alexandra Andresen,20,Female,Kuwait,1651.0,Diversified ,Investments
Katharina Andresen,22,Female,Kuwait,1652.0,Diversified ,Investments
Vasily Anisimov,66,Male,Russia,1698.0,Metals & Mining ,Real estate
Mori Arkin,65,Male,Russia,1650.0,Healthcare ,Pharmaceuticals
Nigel Austin,47,Male,Australia,1786.0,Fashion & Retail ,Retailing
Krishna Bangur,57,Male,India,1612.0,Manufacturing ,Graphite electrodes
Herb Chambers,76,Male,India,1574.0,Automotive ,Car dealerships
R.g. Chandramogan,69,Male,India,2017.0,Food and Beverage ,Dairy
Chang Chang,67,Male,India,1589.0,Service ,Educational services
Chao Chao,74,Male,Taiwan,1764.0,Real Estate ,Real estate
Chen Chen,42,Male,Taiwan,1299.0,Logistics ,Package delivery
Chen Chen,45,Male,Taiwan,1705.0,Technology ,Online games
Henry Cheng,71,Male,Hong Kong,1602.0,Diversified ,Property
Chey Chey,53,Male,Hong Kong,1820.0,Technology ,"Computer services, telecom"
Chi Chi,47,Male,Hong Kong,1648.0,Technology ,Software
Chua Chua,69,Male,Hong Kong,1765.0,Real Estate ,Real estate
Chung Chung,49,Male,Hong Kong,1754.0,Fashion & Retail ,Retail
Ciputra Ciputra,86,Male,Indonesia,1854.0,Real Estate ,Real estate
Alberto Cortina,72,Male,Spain,1578.0,Finance and Investments ,Investments
Robert Coyiuto,65,Male,Spain,1810.0,Energy ,Power
Maria Del pino y calvo-sotelo,62,Female,Spain,1683.0,Construction & Engineering ,Construction
K. Dinesh,64,Male,Spain,1676.0,Technology ,Software services
Du Du,54,Male,China,759.0,Healthcare ,Vaccines
John Edson,86,Male,United States,1663.0,Manufacturing ,Leisure craft
David Einhorn,49,Male,United States,1752.0,Finance and Investments ,Hedge funds
Bob Ell,73,Male,Australia,1760.0,Construction & Engineering ,Real estate
Gary Fegel,44,Male,Australia,1661.0,Metals & Mining ,"Commodities, investments"
Victor Fung,72,Male,Australia,1876.0,Logistics ,Trading company
William Fung,69,Male,Australia,1849.0,Fashion & Retail ,Sourcing
Alan Gerry,89,Male,Australia,1671.0,Media & Entertainment ,Cable television
Balkrishan Goenka,51,Male,India,1938.0,Manufacturing ,Textiles
Polys Haji-ioannou,58,Male,Cyprus,1557.0,Service ,Easyjet
Mehmet Hattat,72,Male,Cyprus,1557.0,Diversified ,Diversified
J. Hill,70,Male,Cyprus,1745.0,Finance and Investments ,Investments
Eduardo Hochschild,54,Male,Peru,1769.0,Metals & Mining ,Mining
Hoi Hoi,65,Male,Peru,1375.0,Real Estate ,Real estate
Hur Hur,69,Male,Peru,1631.0,Food and Beverage ,"Bakeries, fast food"
George Joseph,96,Male,Peru,1579.0,Finance and Investments ,Insurance
Ronald Joyce,87,Male,Canada,1792.0,Food and Beverage ,Coffee chain
T.s. Kalyanaraman,71,Male,Canada,1777.0,Fashion & Retail ,Jewelry
Nimesh Kampani,71,Male,Canada,2055.0,Finance and Investments ,Investment banking
Eugene Kaspersky,52,Male,Canada,1696.0,Technology ,Software
Viktor Kharitonin,45,Male,Russia,1696.0,Healthcare ,Pharmaceuticals
Pyotr Kondrashev,68,Male,Russia,1639.0,Manufacturing ,Investments
Yuri Kovalchuk,66,Male,Russia,1891.0,Finance and Investments ,"Banking, insurance, media"
Kagemasa Kozuki,77,Male,Japan,1715.0,Technology ,Video games
Michael Krasny,64,Male,United States,1680.0,Technology ,Retail
James Leininger,73,Male,United States,1642.0,Healthcare ,Medical products
Li Li,54,Male,United States,1321.0,Automotive ,Auto dealerships
Li Li,50,Male,United States,1641.0,Manufacturing ,Lithium
Liu Liu,64,Male,United States,1781.0,Technology ,Manufacturing
Anatoly Lomakin,65,Male,United States,1645.0,Metals & Mining ,Investments
Ma Ma,50,Male,United States,1645.0,Fashion & Retail ,Fashion retail
Gary Magness,64,Male,United States,1766.0,Media & Entertainment ,"Cable tv, investments"
Youssef Mansour,73,Male,Egypt,1628.0,Diversified ,Diversified
Strive Masiyiwa,57,Male,Zimbabwe,1275.0,Telecom ,Telecom
Dariusz Milek,50,Male,Poland,1902.0,Fashion & Retail ,"Real estate, retail"
Nan Nan,54,Male,Poland,1787.0,Manufacturing ,Power equipment
Dinesh Nandwana,55,Male,Poland,1787.0,Technology ,Software services
Oei Oei,70,Male,Poland,1697.0,Finance and Investments ,Investments
Rubens Ometto silveira mello,68,Male,Poland,2133.0,Energy ,"Sugar, ethanol"
Ou Ou,69,Male,Poland,1479.0,Real Estate ,Real estate
Markus Persson,39,Male,Poland,1632.0,Media & Entertainment ,Computer games
Victor Pinchuk,57,Male,Poland,1647.0,Metals & Mining ,"Steel pipes, diversified"
Alberto Prada,-9999,Male,Poland,1517.0,Fashion & Retail ,Luxury goods
Marina Prada,-9999,Female,Poland,1518.0,Fashion & Retail ,Luxury goods
Forrest Preston,85,Male,United States,1523.0,Healthcare ,Health care
Jerry Reinsdorf,82,Male,United States,1629.0,Sports ,Sports teams
Fernando Roig,70,Male,United States,1773.0,Fashion & Retail ,Supermarkets
Subhash Runwal,75,Male,United States,1739.0,Real Estate ,Real estate
Yoshiyuki Sankai,59,Male,United States,2122.0,Technology ,Robotics
Kirill Shamalov,35,Male,Russia,1640.0,Energy ,Petrochemicals
Shin Shin,63,Male,Russia,2023.0,Fashion & Retail ,Retail
Evgeny Shvidler,54,Male,Russia,1553.0,Energy ,"Oil & gas, investments"
Jasminder Singh,67,Male,United Kingdom,1733.0,Real Estate ,Hotels
Martua Sitorus,58,Male,United Kingdom,1704.0,Manufacturing ,Palm oil
Peter Sperling,58,Male,United Kingdom,1670.0,Service ,Education
Jerzy Starak,70,Male,Poland,1784.0,Healthcare ,Pharmaceuticals
Manny Stul,69,Male,Poland,1708.0,Manufacturing ,Toys
Su Su,63,Male,Poland,1466.0,Real Estate ,Real estate
Fuat Tosyali,55,Male,Poland,1789.0,Metals & Mining ,Steel
Kenny Troutt,70,Male,United States,1664.0,Telecom ,Telecom
Rufino Vigil gonzalez,70,Male,Mexico,1817.0,Metals & Mining ,Steel
Wang Wang,48,Male,Mexico,1775.0,Automotive ,Auto parts
Wang Wang,45,Male,China,1783.0,Telecom ,Telecom services
Wang Wang,48,Male,China,1665.0,Diversified ,Conglomerate
Dan Wilks,62,Male,China,1688.0,Energy ,Natural gas
Farris Wilks,66,Male,China,1689.0,Energy ,Natural gas
Thomas Wu,68,Male,China,1655.0,Finance and Investments ,Finance
Yi Yi,47,Male,China,1984.0,Technology ,Software
Yuan Yuan,67,Male,People'S Republic Of China,1912.0,Manufacturing ,Metal processing
Richard Yuengling,75,Male,United States,1623.0,Food and Beverage ,Beer
Gavril Yushvaev,60,Male,United States,1584.0,Finance and Investments ,"Precious metals, real estate"
Zeng Zeng,43,Male,People'S Republic Of China,1584.0,Technology ,Online games
Zhang Zhang,68,Male,People'S Republic Of China,1536.0,Manufacturing ,Electronic components
Zhang Zhang,53,Male,China,1577.0,Food and Beverage ,Wine
Changpeng Zhao,-9999,Male,China,1681.0,Finance and Investments ,Cryptocurrency
Zhou Zhou,49,Male,China,1747.0,Manufacturing ,Chemicals
Zhou Zhou,63,Male,China,1736.0,Manufacturing ,Conglomerate
Zhu Zhu,52,Male,China,1798.0,Healthcare ,Pharmaceuticals
Ahmet Zorlu,73,Male,China,1993.0,Diversified ,Diversified
Len Ainsworth,94,Male,China,1711.0,Gambling & Casinos ,Betting machines
Edmund Ansin,82,Male,China,1662.0,Media & Entertainment ,Television
Markus Blocher,47,Male,China,1879.0,Manufacturing ,Chemicals
Leonid Boguslavsky,67,Male,China,1823.0,Finance and Investments ,Venture capital
Jorge Brito,65,Male,China,2123.0,Finance and Investments ,Banking
Saket Burman,41,Male,China,1691.0,Food and Beverage ,Consumer goods
Steve Case,59,Male,United States,1753.0,Technology ,Aol
Jeffrey Cheah,73,Male,United States,1875.0,Real Estate ,Property
Bruce Cheng,82,Male,United States,2060.0,Technology ,Electronics
Cheng Cheng,49,Male,China,1836.0,Healthcare ,Pharmaceuticals
Ivan Chrenko,50,Male,Slovakia,1811.0,Real Estate ,Real estate
Eduardo Cojuangco,83,Male,Philippines,1860.0,Food and Beverage ,"Food, drinks"
Brunello Cucinelli,64,Male,Philippines,1394.0,Fashion & Retail ,Fashion
Darwin Deason,78,Male,Philippines,1804.0,Service ,Xerox
Andrea Della valle,52,Male,Philippines,1946.0,Fashion & Retail ,Shoes
Jamie Dimon,62,Male,Philippines,1851.0,Finance and Investments ,Banking
Charles Dunstone,54,Male,United Kingdom,1832.0,Telecom ,Mobile phones
Bruce Flatt,53,Male,Canada,1744.0,Finance and Investments ,Money management
Fu Fu,60,Male,Canada,1987.0,Media & Entertainment ,"Tv shows, movies"
Soichiro Fukutake,72,Male,Canada,1831.0,Service ,Education
Don Gao,53,Male,Canada,1772.0,Manufacturing ,Power tools
Gao Gao,51,Male,People'S Republic Of China,1617.0,Manufacturing ,Industrial lasers
Anne Gittinger,82,Female,United States,1687.0,Fashion & Retail ,Nordstrom department stores
Clelia Haji-ioannou,47,Female,Cyprus,1649.0,Service ,Easyjet
John Hancock,42,Male,Australia,1803.0,Metals & Mining ,Trust fund
Ronnen Harary,46,Male,Canada,1668.0,Manufacturing ,Toys
Ayman Hariri,40,Male,Lebanon,1761.0,Construction & Engineering ,"Construction, investments"
Fahd Hariri,36,Male,Lebanon,1805.0,Construction & Engineering ,"Construction, investments"
Surendra Hiranandani,63,Male,Lebanon,1868.0,Real Estate ,Real estate
Alan Howard,54,Male,United Kingdom,1732.0,Finance and Investments ,Hedge funds
Hu Hu,60,Male,China,1850.0,Diversified ,Chemicals
Archie Hwang,-9999,Male,China,1846.0,Technology ,Semiconductors
Irwin Jacobs,84,Male,China,1824.0,Technology ,Semiconductors
Mitchell Jacobson,67,Male,United States,1728.0,Service ,Industrial equipment
Rana Kapoor,60,Male,United States,1828.0,Finance and Investments ,Banking
Alexander Karp,50,Male,United States,1795.0,Technology ,Software firm
Raghuvinder Kataria,69,Male,United States,1799.0,Finance and Investments ,Diversified
Habil Khorakiwala,75,Male,India,2073.0,Healthcare ,Pharmaceuticals
Sidney Kimmel,90,Male,United States,1770.0,Fashion & Retail ,Retail
Andre Koo,51,Male,Taiwan,1586.0,Finance and Investments ,Financial services
Koo Koo,69,Male,Taiwan,2079.0,Manufacturing ,Electronics
Andrei Kosogov,57,Male,Taiwan,1943.0,Energy ,"Oil, banking, telecom"
Lee Lee,55,Male,Taiwan,1556.0,Diversified ,Diversified
Solomon Lew,73,Male,Taiwan,1679.0,Fashion & Retail ,Retail
Rodney Lewis,63,Male,Taiwan,1493.0,Energy ,Natural gas
Li Li,54,Male,China,2007.0,Manufacturing ,Chemicals
Lin Lin,57,Male,People'S Republic Of China,1819.0,Energy ,Gas
Lin Lin,55,Male,People'S Republic Of China,1941.0,Manufacturing ,Solar panel components
Lin Lin,55,Male,People'S Republic Of China,1941.0,Fashion & Retail ,"Footwear, apparel"
Louise Lindh,38,Female,Sweden,2021.0,Diversified ,Investments
Liu Liu,65,Male,Sweden,1749.0,Fashion & Retail ,Pharmacies
Jose Llado fernandez-urrutia,84,Male,Sweden,1818.0,Construction & Engineering ,Construction
Lu Lu,-9999,Male,People'S Republic Of China,1814.0,Technology ,Drones
Cargill Macmillan,58,Male,People'S Republic Of China,1756.0,Food and Beverage ,Cargill
John Macmillan,68,Male,United States,1757.0,Food and Beverage ,Cargill
Martha Macmillan,66,Female,United States,1758.0,Food and Beverage ,Cargill
William Macmillan,64,Female,United States,1759.0,Food and Beverage ,Cargill
Katarina Martinson,36,Female,United States,2031.0,Diversified ,Investments
Craig Newmark,65,Male,United States,1790.0,Technology ,Craigslist
Bruce Nordstrom,84,Male,United States,1778.0,Fashion & Retail ,Nordstrom department stores
Pierre Péladeau,56,Male,United States,1624.0,Media & Entertainment ,Media
David Penaloza alanis,44,Male,Mexico,1983.0,Construction & Engineering ,Toll roads
Andreas Pohl,53,Male,Mexico,2053.0,Finance and Investments ,Mutual funds
Reinfried Pohl,58,Male,Mexico,2054.0,Finance and Investments ,Mutual funds
Mahendra Prasad,78,Male,India,1830.0,Healthcare ,Pharmaceuticals
Anton Rabie,46,Male,India,1667.0,Manufacturing ,Toys
Bianca Rinehart,41,Female,India,1821.0,Metals & Mining ,Trust fund
Ginia Rinehart,30,Female,India,1812.0,Metals & Mining ,Trust fund
Alexander Rovt,65,Male,India,1802.0,Manufacturing ,"Fertilizer, real estate"
Lily Safra,80,Female,Monaco,1793.0,Finance and Investments ,Banking
Deniz Sahenk,72,Female,Turkey,1998.0,Diversified ,Diversified
Karin Schick,-9999,Female,Turkey,1847.0,Technology ,Information technology
Leonard Schleifer,65,Male,Turkey,1862.0,Healthcare ,Pharmaceuticals
Dieter Schnabel,72,Male,Turkey,1933.0,Manufacturing ,Chemicals
Bhadresh Shah,66,Male,Turkey,1712.0,Manufacturing ,Engineering
Shao Shao,63,Male,China,1695.0,Manufacturing ,Diversified
Eric Shen,47,Male,China,1695.0,Technology ,Online apparel retail
Nobutoshi Shimamura,92,Male,China,1963.0,Fashion & Retail ,Retail
Shum Shum,48,Male,China,1147.0,Real Estate ,Real estate
Helmut Sohmen,78,Male,Austria,1147.0,Logistics ,Shipping
Sun Sun,45,Male,People'S Republic Of China,2003.0,Technology ,Lighting
Sun Sun,68,Male,China,1841.0,Real Estate ,Real estate
Djoko Susanto,68,Male,China,1595.0,Fashion & Retail ,Supermarkets
Erol Tabanca,61,Male,China,2088.0,Construction & Engineering ,Construction
Alexander Tedja,72,Male,China,2102.0,Real Estate ,Real estate
Wilma Tisch,90,Male,China,1690.0,Finance and Investments ,Diversified
Ayhan Tosyali,54,Male,Turkey,1886.0,Metals & Mining ,Steel
Fatih Tosyali,52,Male,Turkey,1887.0,Metals & Mining ,Steel
Tran Tran dinh,57,Male,Turkey,1865.0,Manufacturing ,"Steel, heavy industry"
Tsai Tsai,68,Male,Turkey,1723.0,Technology ,Semiconductors
Pavel Tykac,54,Male,Turkey,1834.0,Metals & Mining ,Coal mines
Jayshree Ullal,57,Female,Turkey,1746.0,Technology ,Technology
Wan Wan,77,Female,China,2145.0,Food and Beverage ,Food
Wang Wang,67,Male,People'S Republic Of China,1866.0,Automotive ,Auto distribution
Wang Wang,68,Male,People'S Republic Of China,1833.0,Food and Beverage ,Food sweeteners
Hope Welker,31,Female,People'S Republic Of China,1822.0,Metals & Mining ,Trust fund
Wen Wen,52,Male,People'S Republic Of China,1871.0,Service ,Wastewater treatment
Stephen Winn,71,Male,United States,1658.0,Real Estate ,Real estate services
Gordon Wu,83,Male,Hong Kong,1885.0,Real Estate ,Real estate
Wu Wu,44,Male,China,1838.0,Manufacturing ,Packaging
Xu Xu,59,Male,China,2065.0,Technology ,Software
Yang Yang,-9999,Female,China,1878.0,Service ,Education
Yang Yang,58,Female,China,1609.0,Food and Beverage ,Brewery
You You,60,Female,China,1957.0,Manufacturing ,"Chemicals, spandex"
Yu Yu,58,Male,China,1940.0,Real Estate ,Real estate
Yu Yu,52,Male,China,2086.0,Manufacturing ,Glass
Yu Yu,56,Male,China,1842.0,Fashion & Retail ,Costume jewelry
Zan Zan,55,Male,China,1867.0,Diversified ,Diversified
Zhang Zhang,66,Male,China,1903.0,Real Estate ,Real estate
Zhao Zhao,51,Male,China,1694.0,Technology ,It products
Zheng Zheng,57,Male,China,1961.0,Manufacturing ,Electrical equipment
Hamad Al thani,58,Male,Qatar,1961.0,Finance and Investments ,Investments
Fawzi Al-kharafi,-9999,Male,Qatar,1973.0,Diversified ,Diversified
Mohannad Al-kharafi,-9999,Male,Qatar,1974.0,Diversified ,Diversified
Isak Andic,64,Male,Qatar,1864.0,Fashion & Retail ,Fashion retail
Marc Andreessen,46,Male,United States,1699.0,Finance and Investments ,Venture capital investing
Jose Aristrain,55,Male,United States,1928.0,Metals & Mining ,Steel
Thomas Bailey,81,Male,United States,1898.0,Finance and Investments ,Money management
Harindarpal Banga,67,Male,India,1883.0,Finance and Investments ,Commodities
Elena Baturina,55,Female,India,1911.0,Construction & Engineering ,"Investments, real estate"
Eduardo Belmont anderson,72,Male,India,1911.0,Fashion & Retail ,Cosmetics
Tomasz Biernacki,45,Male,Poland,1776.0,Fashion & Retail ,Supermarkets
Zadik Bino,74,Male,Poland,1960.0,Diversified ,"Banking, oil"
Brett Blundy,58,Male,Poland,1721.0,Fashion & Retail ,"Retail, agribusiness"
Henadiy Boholyubov,56,Male,Poland,1857.0,Diversified ,"Banking, investments"
Charles Brandes,75,Male,Poland,1888.0,Finance and Investments ,Money management
Amit Burman,48,Male,India,1797.0,Food and Beverage ,Consumer goods
Cai Cai,49,Male,India,1797.0,Media & Entertainment ,Animation
Chen Chen,47,Male,People'S Republic Of China,1917.0,Energy ,Wind power generation
Cheng Cheng,34,Male,People'S Republic Of China,1896.0,Service ,Ride-hailing service
Phongthep Chiaravanont,66,Male,People'S Republic Of China,1997.0,Diversified ,Diversified
Kochouseph Chittilappilly,67,Male,People'S Republic Of China,2050.0,Manufacturing ,Manufacturing
Chu Chu,61,Male,China,1899.0,Manufacturing ,Electrical equipment
Eduardo Costantini,71,Male,China,1899.0,Real Estate ,Real estate
Sol Daurella,52,Female,China,1791.0,Food and Beverage ,Coca-cola
Philip Day,52,Male,China,2012.0,Fashion & Retail ,Clothing retail
D. Del pino y calvo-sotelo,55,Male,Spain,1909.0,Construction & Engineering ,Construction
Norbert Dentressangle,63,Male,Spain,1932.0,Logistics ,"Transport, logistics"
Beda Diethelm,77,Male,Spain,1669.0,Healthcare ,Hearing aids
Mark Dixon,59,Male,Spain,1618.0,Real Estate ,Office real estate
Henry Engelhardt,60,Male,Spain,1930.0,Finance and Investments ,Insurance
Fang Fang,51,Male,China,1939.0,Manufacturing ,Home appliances
Gleb Fetisov,52,Male,China,1880.0,Telecom ,Investments
Donald Foss,74,Male,China,1709.0,Automotive ,Auto loans
Robert Friedland,67,Male,United States,2043.0,Metals & Mining ,Mining
Donald Friese,77,Male,United States,1897.0,Manufacturing ,Manufacturing
Fu Fu,64,Male,United States,1717.0,Food and Beverage ,Poultry
Dan Gertler,44,Male,United States,1877.0,Metals & Mining ,Mining
Dennis Gillings,74,Male,United States,1801.0,Healthcare ,Drug testing
Ryan Graves,33,Male,United States,1873.0,Technology ,Uber
Gu Gu,53,Male,China,1873.0,Manufacturing ,Consumer electronics
Alfredo Harp helu,74,Male,Mexico,1955.0,Finance and Investments ,Banking
Gudrun Heine,63,Female,Germany,2037.0,Healthcare ,Medical devices
Francis Holder,77,Male,France,1948.0,Food and Beverage ,Bakeries
Hong Hong,65,Male,France,2036.0,Fashion & Retail ,Convenience stores
Douglas Hsu,75,Male,Taiwan,1729.0,Diversified ,Diversified
Huang Huang,60,Male,Taiwan,1729.0,Metals & Mining ,Minerals
B. Hughes,57,Male,Taiwan,1700.0,Real Estate ,Storage facilities
Daisy Igel,90,Female,Brazil,1700.0,Energy ,"Gas, petrochemicals"
Thomas James,76,Male,Brazil,1737.0,Finance and Investments ,Finance
Jiang Jiang,54,Male,Brazil,1872.0,Manufacturing ,Home & office products
Jiang Jiang,54,Male,Brazil,2027.0,Real Estate ,Real estate
Jin Jin,65,Male,China,1972.0,Real Estate ,Real estate
Ajay Kalsi,57,Male,China,1889.0,Energy ,Oil & gas
Helga Kellerhals,78,Female,China,1931.0,Fashion & Retail ,Electronics retailer
King King,48,Female,China,1962.0,Real Estate ,Real estate
Sergei Kolesnikov,46,Male,China,2041.0,Manufacturing ,Building materials
Hemendra Kothari,71,Male,China,1945.0,Finance and Investments ,Financial services
Eiichi Kuriwada,71,Male,China,1900.0,Logistics ,Package delivery
Guy Laliberté,58,Male,China,1881.0,Media & Entertainment ,Cirque du soleil
Lee Lee,51,Male,South Korea,1991.0,Technology ,Internet
Michael Lee-chin,67,Male,South Korea,1954.0,Finance and Investments ,Mutual funds
Li Li,54,Male,China,1414.0,Service ,Education
